"ID";"Active (0/1)";"Name *";"Parent category";"Catégorie racine (0/1)";"Description";"Meta title";"Meta keywords";"Meta description";"URL rewritten"
"109";"0";"Tie and Dye";"78";"0";"<p><strong>Nos bougies se délavent</strong> dans des versions d'aquarelles modernisées... Place à l'effet ""<strong>Tie and Dye</strong>"". Les couleurs de nos <strong>bougies parfumées et décoratives</strong> sont acidulées, teintées de fluo dilué. Le style ""<strong>hippie-seventies</strong>"" se réinvente pour un clin d'oeil aux beaux jours rayonnants... Des tonalités qui pétillent, des <strong>senteurs rafraîchissantes</strong>... Un été qui aura assurément du pep's !</p>
<p><a href=""https://www.bougies-la-francaise.com/content/60-bougies-parfumees-et-decoratives-tie-and-dye"">Découvrez l'ambiance</a></p>";"Bougies parfumées Tie And Dye";;"Les couleurs de nos bougies parfumées et décoratives sont acidulées, teintées de fluo dilué. Place à l’effet Tie and Dye !";"tie-and-dye"
"110";"1";"Bougies Parfums d'été";"78";"0";"<p><span>Aux doux </span><strong>parfums d'été</strong><span>, nos </span><strong>bougies parfumées</strong><span> révèlent les odeurs de dunes et d'embruns, ou l'odeur de l'herbe fraîchement coupée, pour peu que l'on ferme les yeux... Notre mémoire olfactive nous y conduit, en ces </span><strong>lieux d'évasions</strong><span>, d'apaisement et de sérénité.</span></p>";"Bougies Parfums d'été";;"Aux doux parfums d'été, nos bougies parfumées révèlent les odeurs de dunes et d'embruns, ou l'odeur de l'herbe fraîchement coupée, pour peu que l'on ferme les yeux... ";"bougies-parfums-d-ete"
"111";"1";"Bougies d'ambiance Soie";"27";"0";"<p>Entre raffinement et sophistication, nos <strong>bougies déco rondes</strong> et nos <strong>bougies cylindriques</strong> se parent d’un voile de Soie… <br /><br /> Des <strong>bougies d’ambiance</strong> en finition striée pour une décoration intérieure aux mille éclats…</p>";"Bougies rondes et bougies cylindriques striées Soie";"bougie ronde,bougie cylindrique,bougie classique,bougie colorée,bougie artisanale,bougie d'ambiance,bougie déco,bougie de table";"Entre raffinement et sophistication, nos bougies d'ambiance rondes et nos bougies cylindriques se parent d’un voile de Soie… ";"bougies-d-ambiance-soie"
"112";"0";"Piste Noire";"9";"0";"<p>Inspirée de sommets mythiques « Piste Noire » est <strong>une collection résolument novatrice</strong>. Une pointe de design pour se jouer d’un réalisme à facettes… La <strong>cire végétale-stéarine</strong> sous l’éclat de ses cristaux ajoute un réalisme minéral à ces créations modernes… <strong>Le style « montagne » </strong>casse les codes pour une orientation véritablement originale et très tendance…  </p>
<p><a href=""/content/63-bougies-piste-noire"">Découvrir l'ambiance</a></p>";"Bougies décoratives Noël - Piste Noire";;"Inspirée de sommets mythiques « Piste Noire » est une collection résolument novatrice. Le style « montagne » casse les codes pour une orientation véritablement originale et très tendance…  ";"piste-noire"
"113";"0";"Wood Essentiel";"165";"0";"<p>Un hymne aux <strong>matières brutes et naturelles</strong>,… En associations harmonieuses, sous la douceur des <strong>tons de beige et de blanc</strong>, le <strong>bois</strong> est à l’honneur pour sublimer les intérieurs.  Plus que jamais nous avons voulu cette collection sans artifice superflu, pour que <strong>la beauté des choses simples</strong> resplendisse de leurs épures…</p>
<p><a href=""/content/61-bougies-wood-essentiel"">Découvrir l'ambiance</a></p>";"Bougies parfumées, bougies décoratives - Wood essentiel";"collection automne,collection Noël,Wood Essentiel,bougie déco,bougie parfumée,bougie animal,bougie effet bois";"Un hymne aux matières brutes et naturelles, souligné de la pertinence chaleureuse de reflets cuivrés… En associations harmonieuses, sous la douceur des tons de beige et de blanc, le bois et le biscuit sont à l’honneur pour sublimer les intérieurs.  ";"wood-essentiel"
"119";"0";"Noël Colorama";"165";"0";"<p>Faites de vos soirées de fin d’année des instants d’exception. Pièces maitresses de votre décoration, nos bougies d’ambiance ornent votre intérieur ou magnifient votre table de fête. Rondes, cylindriques ou flambeaux, nos coloris nacre, argent, or ou cuivre stimuleront votre imagination pour composer votre ambiance de fête</p>
<p><a href=""/content/66-bougie-colorama"">Découvrir l'ambiance</a></p>";"Collection Colorama : bougies rondes, bougies cylindriques, bougies flambeaux - Bougies la Française";"bougie ronde,bougie boule,bougie cylindrique,bougie flambeau,bougie classique,Noël Colorama,collection Noël,bougie nacré,bougie argent,bougie or,bougie cuivré";"Craquez pour la gamme de bougies décoratives Noël Colorama. Trouvez votre bonheur parmi les formes et les couleurs variées de cette collection. ";"noel-colorama"
"121";"1";"Bougies décoratives";"113";"0";"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam ac turpis rutrum, ultrices est vitae, ultricies ligula. Phasellus non hendrerit dolor, ac lobortis eros. In ultricies porttitor massa, non imperdiet libero feugiat id. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.</p>";;;;"bougies-decoratives"
"122";"0";"Bougies parfumées";"113";"0";"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam ac turpis rutrum, ultrices est vitae, ultricies ligula. Phasellus non hendrerit dolor, ac lobortis eros. In ultricies porttitor massa, non imperdiet libero feugiat id. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.</p>";;;;"bougies-parfumees"
"123";"0";"Soldes Bougies parfumées";"7";"0";"<p><strong>Profitez des soldes sur nos bougies parfumées !</strong></p>
<p><span>Faites le plein d’inspiration et n’attendez plus pour revisiter votre déco : découvrez notre sélection de bougies soldées jusqu'à -50%.</span></p>
<p>La livraison est offerte dès 45€ d’achat.</p>";"Soldes Bougies parfumées";;"Profitez des soldes sur nos bougies parfumées Bougies la Française !";"soldes-bougies-parfumees"
"124";"1";"Bougies Collection Quintessence";"123";"0";"<p>Profitez des <strong>soldes sur notre collection</strong> aux senteurs intemporelles avant relooking de la gamme Quintessence.</p>
<p>La livraison est offerte dès 45€ d'achat.</p>";"Soldes bougies parfumées - Collection Quintessence";;"Profitez des soldes sur notre collection aux senteurs intemporelles avant relooking de la gamme Quintessence, de Bougies la Française.";"bougies-collection-quintessence"
"125";"1";"Bougies Vintage : collection Comptoirs des ciriers";"123";"0";"<p>Profitez de <strong>soldes exclusives sur nos bougies vintage</strong>, aux senteurs authentiques d’antan. A découvrir sans plus attendre.</p>
<p>La livraison est offerte à partir dès 45€ d'achat.</p>";"Soldes Bougies Vintage : collection Comptoirs des ciriers - Bougies la Française";;"Profitez de soldes exclusives sur nos bougies vintage, aux senteurs authentiques d’antan, chez Bougies la Française.";"soldes-bougies-vintage-collection-comptoirs-des-ciriers"
"126";"1";"Accessoires : collection Déco Scandinave";"123";"0";"<p class=""p1""><span class=""s1"">Découvrez les <strong>verreries</strong>, <strong>photophores</strong> et <strong>lanternes</strong> de la collection Déco Scandinave à prix doux : de quoi refaire votre décoration intérieure !</span></p>
<p class=""p1""><span class=""s1"">La livraison est offerte dès 45€ d'achat.</span></p>";"Soldes accessoires pour bougies - Collection Déco Scandinave";;"Verreries, photophores, lanternes : découvrez la sélection d'accessoires pour les bougies en soldes chez Bougies la Française.";"soldes-accessoires-collection-deco-scandinave"
"127";"1";"Diffuseurs parfumés";"7";"0";"<p>Profitez de nos offres spéciales sur nos diffuseurs d'ambiance, et libérez un doux pafum dans votre intérieur.</p>
<p>La livraison est offerte à partir de 45€ d'achat. </p>";"Offres spéciales : diffuseurs de parfum - Bougies la Française";"diffuseur d'ambiance,diffuseur de parfum,parfum d'ambiance,parfum d'intérieur";"Craquez pour nos diffuseurs d'ambiance à petits prix.";"diffuseurs-parfumes"
"128";"0";"Bougies Collection Wood Essentiel";"127";"0";"<p><span>Redécouvrez notre collection automne / hiver de bougies Wood Essentiel, hymne aux matières brutes et naturelles ... et sa sélection de bougies à prix doux.</span></p>
<p><span>La livraison est offerte à partir de 45€ d'achat</span></p>";"Soldes bougies : collection Wood Essentiel ";;"Soldes : collection de bougies Wood Essentiel, de Bougies la Française, à prix doux.";"bougies-collection-wood-essentiel"
"129";"0";"Bougies parfumées de Noël";"127";"0";"<p>Redécouvrez nos bougies parfumées de la collection automne / hiver : Noël gourmand et Noël étincelant. Une sélection de bougies soldées, idéales pour prolonger les fêtes !</p>
<p>La livraison est offerte dès 45€ d'achat.</p>";"Soldes bougies parfumées de Noël";;"Nos collections Noël gourmand et Noël étincelant à prix doux pour prolonger les fêtes chez Bougies la Française !";"soldes-bougies-parfumees-de-noel"
"130";"0";"Accessoires de Noël";"127";"0";"<p>Photophores, bougoirs ... : redécouvrez notre sélection d'accessoires pour votre décoration intérieure.</p>
<p>Prolongez les fêtes à prix doux !</p>
<p>La livraison est offerte dès 45€ d'achat.</p>";"Soldes accessoires de Noël pour bougies ";;"Soldes sur les photophores, bougoirs ... : redécouvrez notre sélection d'accessoires pour votre décoration intérieure.";"soldes-accessoires-de-noel"
"131";"0";"Bougies décoratives";"7";"0";"<p>Profitez de bons plans sur nos collections de bougies déco : des prix doux vous attendent !</p>
<p><span style=""background-color: #f2eeeb; font-size: 12px;"">La livraison est offerte dès 45€ d'achat.</span></p>";"Offres spéciales bougies décoratives - Bougies la Française";"bougie décorative,bougie déco";"Profitez des petits prix sur une sélection de bougies décoratives - Bougies la Française";"bougies-decoratives"
"132";"0";"Bougies Collection Mixed Indigo";"131";"0";"<p>Retrouvez la collection Mixed Indigo, collection estivale dédiée à la couleur bleu, à ses nuances et ses senteurs à petits prix ! </p>
<p>La livraison est offerte dès 45€ d'achat.</p>";"Soldes Bougies Collection Mixed Indigo";;"Soldes sur la collection Mixed Indigo, collection estivale dédiée à la couleur bleue, à ses nuances et ses senteurs, chez Bougies la Française";"soldes-bougies-collection-mixed-indigo"
"133";"0";"Bougies Collection Tie and Dye";"131";"0";"<p><span>Nos bougies de la collection ""Tie and Dye"" ont du pep's... et sont soldées ! Faites vous plaisir avec nos bougies parfumées, aux couleurs acidulées et aux senteurs rafraîchissantes. La livraison est offerte dès 45€ d'achat.</span></p>";"Soldes bougies parfumées printemps été - Collection Tie and Dye";;"Nos bougies de la collection ""Tie and Dye"" ont du pep's... et sont soldées chez Bougies la Française !";"soldes-bougies-collection-tie-and-dye"
"134";"0";"Bougies Parfums d'été";"131";"0";"<p>Nos bougies aux doux parfums d'été vous transportent vers les beaux jours... et sont à petits prix !</p>
<p>Faites vous plaisir avec des senteurs d'herbe coupée, de melon ou d'embruns...</p>
<p>La livraison est offerte dès 45€ d'achat.</p>";"Soldes bougies parfumées - Parfums d'été";;"Nos bougies aux doux parfums d'été vous transportent vers les beaux jours... et sont à petits prix, chez Bougies la Française !";"soldes-bougies-parfums-d-ete"
"136";"0";"Bougies décoratives et encens";"77";"0";"<p><strong>Offres spéciales bougies décoratives et encens : </strong>Profitez de nos petits prix sur nos bougies de qualité ! Des <strong>prix préférentiels</strong> pour faire le plein d’inspiration.</p>
<p>Livraison offerte dès 45€ d’achat.</p>";"Offres spéciales, bougies et parfums d’ambiance : Bougies la Française";;"Offres spéciales, bougies et parfums d’ambiance : Bougies la Française";"offres-speciales-bougies-decoratives-et-encens"
"137";"0";"Bougies parfumées et décoratives";"112";"0";"<p><span>Inspirée de sommets mythiques « Piste Noire » est </span><strong>une collection résolument novatrice</strong><span>. </span><strong>Le style « montagne » </strong><span>casse les codes pour une orientation véritablement originale et très tendance. A découvrir !</span></p>
<p><a href=""https://www.bougies-la-francaise.com/content/63-bougies-piste-noire""><span><span>Découvrir l'ambiance</span></span></a></p>";"Bougies parfumées et décoratives - Collection Piste Noire";;"Bougies parfumées et décoratives - Collection Piste Noire";"bougies-parfumees-et-decoratives"
"138";"0";"Accessoires ";"112";"0";"<p>Photophores, lanternes, chandeliers... habillez votre intérieur d'accessoires qui deviennent des objets de décoration pour vos bougies.</p>
<p>Les accessoires pour l'hiver des collections Piste Noire et Déco Scandinave sont faits pour vous. </p>";"Accessoires : collection Piste Noire et Déco Scandinave";;"Accessoires : collection Piste Noire et Déco Scandinave";"accessoires-"
"139";"0";"Bougies authentiques";"2";"0";"<p>Le <strong>style « retro-vintage »</strong> cher à Bougies  la Française joue avec la patine du temps. Colle des écoliers, cire des antiquaires, ou petites madeleines… Les <strong>parfums d’antan</strong> recréent ces instants d’exception. Nos <strong>bougies parfumées</strong> portent en elles cet indéfinissable supplément d’âme ! Un passé réinventé, une tradition sublimée…</p>
<p><a href=""/content/33-authentique"">Découvrir l'ambiance</a></p>";"Authentique, bougies parfumées vintage et rétro";;"Toutes nos senteurs les plus vintage. De la colle des écoliers aux petites madeleines, Bougies la Française vous propose des bougies parfumées résolument rétro.";"bougies-authentiques"
"140";"1";"Comptoir des ciriers";"139";"0";"<p><strong>Allumez la petite flamme du souvenir</strong> : un concentré de rires de lavandières, de cris d’écoliers et d’histoires d’objets rares dans la remise d’un artisan… En s’inspirant des <strong>senteurs authentiques d’antan</strong>, nos <strong>bougies parfumées vintage</strong> dévoilent les trésors d’un passé oublié.</p>
<p><a href=""/content/36-comptoirsdesciriers"">Découvrir l'ambiance</a></p>";"Comptoir des ciriers, bougies parfumées vintage";;"Découvrez la collection vintage et rétro de Bougies la Française : Comptoir des ciriers. Et retombez dans vos souvenirs olfactifs ... colle des écoliers, cire des antiquaires, etc.";"comptoir-des-ciriers"
"141";"1";"Confiserie générale";"139";"0";"<p><strong>Souvenirs</strong> du chocolat d’antan pour les jeudis d’hiver, des biscuits dorés pour les sorties au parc, des sucres d’orge et caramels fondants les jours de fête foraine. A travers leurs <strong>parfums d’addictions</strong>, nos <strong>bougies parfumées</strong> vous plongent dans les délices d’une gourmandise tellement régressive…</p>
<p><a href=""/content/37-confiseriegenerale"">Découvrir l'ambiance</a></p>";"Collection : Confiserie générale, bougies parfumées gourmandes";;"Des senteurs d'enfance remplies de gourmandise. Signées Bougies la Française, nos bougies parfumées aux saveurs d’antan vous font retomber en enfance.";"confiserie-generale"
"142";"1";"Collection Automne/Hiver";"2";"0";;"Nouvelle collection automne/hiver 2016 !";;"Découvrez bientôt sur notre site, la nouvelle collection automne/hiver 2016.";"collection-automnehiver"
"143";"1";"Collection Automne/Hiver 2016";"142";"0";"<p>Découvrez très prochainement notre <strong>nouvelle collection automne/hiver 2016</strong>... </p>";"Collection automne/hiver 2016 - Bougies la Française";;"Découvrez prochainement la nouvelle collection automne/hiver de Bougies la Française.";"collection-automnehiver-2016"
"144";"0";"Tendance Ananas";"143";"0";"<p class=""p1"">Pour l’été 2016, Bougies la Française fait escale aux latitudes des Tropiques pour des envies d’exotisme affirmées… Mimétisme d’un monde végétal luxuriant, ananas, fleurs d’ibiscus, cocotiers, oiseaux de Paradis, pour égayer vos tables estivales.</p>
<p class=""p1""><a title=""Collection Escale Tropicale - Printemps / Ete 2016"" href=""/content/70-collection-printemps-ete-2016-tendance-ananas"">Découvrir l'ambiance</a></p>";"Bougies décoratives ananas : collection Tendance Ananas";"bougie déco,bougie originale,bougie artisanale,bougie colorée";"Découvrez nos bougies décoratives ananas, fleur d'ibiscus, perroquet de la collection Tendance Ananas, par Bougies la Française";"bougies-tendance-ananas"
"145";"0";"La Belle Senteur";"143";"0";"<p class=""p1"">Découvrez nos nouvelles bougies parfumées aux notes olfactives résolument fruitées et sucrées, aux couleurs pastels subtilement acidulées… Des senteurs enivrantes accompagnent notre nouvelle collection pour vous faire passer un bel été.</p>
<p class=""p1""><a title=""Collection Escale Tropicale - Printemps / Ete 2016"" href=""/content/71-collection-printemps-ete-2016-la-belle-senteur"">Découvrir l'ambiance</a></p>";"Bougies parfumées, collection Escale Tropicale : La Belle Senteur";;"Découvrez nos bougies parfumées de la collection La Belle Senteur de Bougies la Française, et partez sous les tropiques grâce à nos parfums de bout du monde";"bougies-parfumees-la-belle-senteur"
"146";"0";"Outdoor";"143";"0";"<p class=""p1"">Les nouvelles bougies de notre collection trouveront naturellement leur place dans votre jardin, ou sur votre terrasse et balcon. Vous réalisez un jardin nocturne personnalisé, avec un bouquet de citronnelle délicat qui embaumera vos soirées estivales.</p>
<p class=""p1""><a title=""Collection Escale Tropicale - Printemps / Ete 2016"" href=""/content/72-collection-printemps-ete-2016-bougies-outdoor"">Découvrir l'ambiance</a></p>";"Bougies parfumées citronnelle : collection outdoor - Escale Tropicale";;"Découvrez les bougies parfumées à la citronnelle de la collection Escale Tropicale de Bougies la Française, pour votre jardin, terrasse ou balcon";"bougies-parfumees-citronnelle-outdoor"
"147";"1";"Bougies parfumées à moins de 20€";"7";"0";"<p><span>Bougies la Française a sélectionné avec soins des bougies parfumées à petits prix pour se faire plaisir ou faire plaisir. (Re)découvrez nos parfums !</span></p>";"Bougies parfumées à moins de 20€";;"Bougies la Française a sélectionné avec soins des bougies parfumées à petits prix pour se faire plaisir ou faire plaisir. ";"bougies-parfumees-a-moins-de-20-euros"
"148";"1";"CirisNat";"20";"0";"<p>CirisNat c'est l'innovation, la sérénité, le raffinement et surtout une expérience sensorielle unique ! Le diffuseur électrique à capsules vous assure jusqu'à 10h de parfum et vous permet de changer de senteur en un clin d'oeil grâce à la gamme de coffrets capsules naturelles : lavande menthe poivrée, romarin pamplemousse, angélique fleur d'oranger...</p>
<p> </p>
<p><a title=""Ambiance CirisNat, gamme naturelle par Bougies la Française"" href=""https://www.bougies-la-francaise.com/content/73-gamme-naturelle-cirisnat"">Découvrir l'ambiance</a></p>";"CirisNat, diffuseur électrique à capsules et capsules parfumées naturelles - Bougies La Française, cirier et créateur de bougies";"diffuseur électrique,diffuseur de parfum,diffuseur d'intérieur,parfum d'ambiance,parfum d'intérieur,cire parfumée";"Découvrez la gamme naturelle CirisNat, votre diffuseur d'intérieur électrique à capsules accompagné de ses coffrets capsules aux parfums d'ambiance variés. ";"cirisnat"
"149";"0";"Cadeaux Fête des mères";"31";"0";"<p>Découvrez notre sélection dédiée à la fête des mères et choisissez le cadeau idéal pour votre maman parmi nos bougies parfumées féminines et délicates : parfum Rose, Fleur d'oranger, Jasmin et Vanille !</p>";"Cadeaux fête des mères - Bougies la Française";;"Trouvez le cadeau idéal pour la fête des mères parmi notre sélection de bougies parfumées !";"cadeaux-fete-des-meres"
"150";"0";"Cadeaux Fête des pères";"31";"0";"<p>Découvrez notre sélection dédiée à la fête des pères et choisissez le cadeau original et idéal pour votre papa parmi nos bougies masculines : rhum tabac, vanille épicée, cèdre cachemire... </p>";"Cadeaux fête des pères : bougies parfumées masculines par Bougies la Française";"bougie parfumée,bougie masculine";"Parcourrez notre sélection de bougies parfumées masculines : des fragrances originales entre raffinement et sophistication. ";"cadeaux-fete-des-peres"
"151";"1";"Diffuseurs hespéridés";"50";"0";"<p><span>Faîtes le plein de vitamines avec nos </span><strong>diffuseurs de parfum hespéridés</strong><span> ! Pamplemousse, bergamote, citron et orange s’unissent dans </span><strong>un accord solaire et pétillant</strong><span>. Parsemées de zestes d’agrumes, les </span><strong>senteurs hespéridées</strong><span> de nos diffuseurs d'ambiance apporteront de la </span><strong>fraîcheur</strong><span> dans votre intérieur.</span></p>";"Diffuseurs de parfum hespéridés - Bougies la Française";"diffuseur de parfum,diffuseur d'ambiance,diffuseur d'intérieur,senteur hesperidée";"Découvrez tous nos diffuseurs d'intérieur aux senteurs hespéridées. Avec ces diffuseurs d'intérieur, faîtes le plein de vitamines et de fraîcheur dans votre maison.";"diffuseurs-hesperides"
"152";"1";"Recharges hespéridées";"62";"0";"<p><span>En optant pour les <strong>recharges de diffuseurs d'intérieur hespéridées</strong>, vous prolongez vos plaisirs olfactifs dans une ambiance solaire et pétillante. Les senteurs hespéridées de pamplemousse, orange, bergamote et citron sèmeront de belle notes de fraîcheur dans votre intérieur : <strong>un regain de vitalité</strong>.</span></p>
<p><span><br /></span></p>";"Recharges de diffuseurs hespéridées - Bougies la Française";"recharge diffuseur,diffuseur de parfum,parfum hespéridé";"Retrouvez toutes les recharges de diffuseurs d'ambiance hespéridées pour prolonger vos plaisirs olfactifs. ";"recharges-hesperidees"
"153";"1";"Gamme CirisNat";"39";"0";"<p><span style=""font-size: 12px; background-color: #f2eeeb;"">Le <strong>diffuseur électrique CirisNat</strong> et ses capsules de cire parfumée s'installent dans une logique de <strong>bien-être</strong> et de <strong>proximité avec la nature</strong>. Les <strong>capsules parfumées CirisNat</strong> placées dans leur diffuseur d'ambiance, procurent jusqu'à 10h de parfum par réchauffement de cire. Variez les plaisirs olfactifs en changeant la senteur des capsules comme bon vous semble !</span></p>";"Gamme CirisNat, diffuseur électrique et capsules de cire parfumée - Bougies la Française";"CirisNat,diffuseur électrique,diffuseur de parfum,diffuseur d'ambiance,capsules parfumées,cire parfumée,cire végétale";"Dans une logique de bien-être, Bougies la Française vous propose une gamme nature : diffuseur électrique de parfum et capsules parfumées à base de cire végétale.  ";"gamme-cirisnat"
"154";"0";"Toutes nos bougies soldées ";"7";"0";"<p>Vos <strong>coups de cœur soldés</strong> ! Retrouvez vos <strong>bougies parfumées</strong> et <strong>bougies décoratives</strong> de vos collections préférées à prix soldés. Bénéficiez <strong>jusqu'à -50%</strong> sur une sélection de produits : <strong>collection printemps/été Escale Tropicale</strong> et collections permanentes : <strong>Quintessence</strong>, <strong>La Nature</strong>, <strong>Comptoir des Ciriers</strong>... Faites-vous plaisir ! La livraison est <strong>offerte dès 45€</strong> d'achat.</p>";"Soldes été 2016 : toutes vos bougies parfumées et décoratives préférées à prix soldés !";"soldes bougies,bougies soldées,soldes collection été ,soldes bougies parfumées,soldes bougies décoratives";"Découvrez l'ensemble de nos bougies soldées : l'occasion de vous faire plaisir en craquant pour vos bougies préférées de nos différentes collections : Escale Tropicale, Quintessence,  La Nature....";"toutes-nos-bougies-soldees-"
"155";"0";"Collection Printemps / Eté 2016 Escale Tropicale ";"7";"0";"<p>Dernière occasion pour craquer pour notre <strong>collection printemps/été Escale Tropicale</strong> ! Bénéficiez de <strong>-20%</strong> sur les <strong>bougies parfumées, bougies décoratives </strong>et<strong> bougies outdoor</strong>. </p>";"Collection été Escale Tropicale : des bougies à petits prix !";"bougies parfumées,bougies extérieures,bougies outdoor";"Profitez de -20% sur une sélection de bougies de notre collection été Escale Tropicale.";"collection-printemps-ete-2016-escale-tropicale-"
"156";"0";"Collection Quintessence";"7";"0";"<p><span>Craquez pour nos <strong>coffrets de bougies parfumées Quintessence à prix soldés</strong> ! Redécouvrez les <strong>senteurs intemporelles</strong> de ces <strong>bougies artisanales</strong> pleines de charme : mimosa solaire, lys royal, rose éternelle, santal troublant...</span></p>";"Soldes collection Quintessence : vos coffrets de bougies parfumées préférés aux fragrances intemporelles";"soldes bougies,bougies soldées,soldes quintessence,bougies parfumées,bougies florales,bougies fruitées,bougies de charme,bougies artisanales";"Craquez pour les coffrets de bougies parfumées Quintessence : l'occasion de se faire plaisir en redécouvrant les senteurs intemporelles et enivrantes de ces bougies de charme.";"collection-quintessence"
"157";"0";"Collection Comptoir des Ciriers";"7";"0";"<p>Redécouvrez les <strong>coffrets de bougies parfumées</strong> <strong>Comptoir des Ciriers</strong> à prix réduits ! Craquez pour ces <strong>bougies vintage et </strong>allumez la flamme du souvenir qui dévoilera les trésors d’un passé oublié : colle des écoliers, cire des antiquaires...</p>";"Soldes collection Comptoir des Ciriers : vos coffrets de bougies parfumées aux senteurs d'antan à prix soldés";"soldes bougies,bougies soldées,soldes Comptoir des Ciriers,bougies parfumées,coffrets parfumés,bougie vintage,bougie authentique,bougie originale";"Craquez pour les coffrets de bougies parfumées Comptoir des Ciriers aux senteurs authentiques d'antan.";"collection-comptoir-des-ciriers"
"158";"0";"Collection La Nature";"7";"0";"<p>Craquez pour cette gamme de produits<strong> La Nature</strong> conçue exclusivement à partir de <strong>matières premières d'origine végétale</strong>. Profitez de <strong>prix soldés</strong> pour vous accaparer ces <strong>bougies parfumées</strong> et <strong>parfums d'intérieur</strong> aux senteurs variées : cèdre argan, fleur d'oranger jasmin, brin de lavande violette...</p>";"Soldes collection La Nature : vos bougies et parfums naturels à prix soldés";"soldes bougies,bougies soldées,bougies naturelles,soldes La Nature";"Craquez pour les bougies parfumées et parfums d'intérieur naturels de la collection La Nature. Des senteurs originales et variées vous attendent.";"collection-la-nature"
"159";"1";"Gourmandise";"4";"0";"<p><span>Nos </span><strong>bougies gourmandes</strong> réveillent vos papilles en puisant dans vos souvenirs d'antan : senteurs inoubliables de vos desserts préférés. Au menu : fondant au chocolat, crème brûlée vanille, crumble fruits rouges et irresistibles gâteaux : pain d'épices, petite madeleine et élcats de spéculoos.<span> Déclinées en deux modèles, ces <strong>bougies parfumées</strong> vous assurent un véritable moment de plaisir.</span></p>";"Nos bougies parfumées placées sous le signe de la gourmandise";"bougie gourmande,bougie sucrée,bougie chocolat,bougie crumble,bougie caramel,bougie spéculoos,bougie madeleine";"Retrouvez tous nos parfums de bougies gourmandes. Des senteurs irrésistibles qui, à coup sur, vont faire plaisir !";"gourmandise"
"160";"1";"Gamme Confiserie Générale";"159";"0";"<p>Une envie de gourmandise ? Craquez sans croquer pour nos <strong>bougie parfumées</strong> aux senteurs irrésistibles ! Retrouvez vos desserts et friandises préférés : crumble fruits rouges, fondant au chocolat, caramel au lait, petite madeleine... </p>";"Collection Confiserie Générale pour une envie de gourmandise";"bougie gourmande,bougie chocolat,bougie caramel,bougie vanille,bougie crumble,bougie spéculoos,bougie originale,bougie vintage,bougie rétro";"Craquez pour notre collection Confiserie Générale : des bougies gourmandes pour tous les goûts !";"gamme-confiserie-generale"
"161";"0";"Black Board";"165";"0";"<p class=""p1"">Cet hiver, la tendance graphique est au ""Blackboard Design"". <span style=""background-color: #f2eeeb; font-size: 12px;"">Sur un tableau noir, la craie s'envole en arabesques, entrelaçant typographie racée et ""christmas clip-art"", dans un esprit résolument ""Noël Vintage"". Quand la beauté des choses simples nous transporte, là où le temps s'arrête, pour le temps d'une fête.</span></p>";"Collection Blackboard : bougies parfumées dans un esprit Noël Vintage - Bougies la Française";"design craie,collection Blackboard,Noël Vintage,bougie parfumée,photophore,bougie décorative,bougie boîte métal,bougie cylindrique";"Craquez pour le design craie des bougies parfumées Blackboard. Dans un esprit résolument ""Noël Vintage"", ces bougies intègreront à merveille votre intérieur pour le temps d'une fête.";"black-board"
"163";"0";"Esprit Laine";"165";"0";"<p>Transformez votre intérieur en véritable nid chaleureux et douillet avec la collection Esprit Laine. Dans un esprit de Noël, les bougies décoratives se parent de rouge flamboyant et de blanc neige pour illuminer votre maison d'une authentique féérie.</p>";"Collection Esprit Laine : des bougies décoratives dans un esprit de Noël - Bougies la Française";"Collection Esprit Laine,bougie décorative,bougie bonhomme de neige,bougie cylindrique,bougie lainage,bougie pelote de laine,bougie neige,bougie blanche,bougie rouge";"Dans un esprit Noël douillet, optez pour les bougies décoratives Esprit Laine au design de bonhomme de neige et lainage.";"esprit-laine"
"164";"0";"Noël Cuivré";"165";"0";"<p><span style=""font-size: 12px; background-color: #f2eeeb;"">Craquez pour la pertinence chaleureuse des reflets cuivrés de la collection Noël Cuivré. Résolument modernes et élégantes, les bougies décoratives et parfumées de cette collection hiver apportent un véritable esprit de fête à votre intérieur.</span></p>";"Collection Noël Cuivré : des bougies aux reflets cuivrés pour tous les goûts - Bougies la Française";"Collection Noël Cuivré,bougie parfumée,bougie décorative,photophore,bougie cuivré,bougie chouette,bougie sapin,bougie pomme de pin,bougie hibou,bougie bronze,photophore blanc,lanterne métal";"Avec la collection Noël Cuivré, vous apportez un véritable air de fête à votre intérieur. Les reflets cuivrés de nos bougies parfumées et décoratives sublimeront votre déco.";"noel-cuivre"
